Date,Jour,1,2,3,4,5,Star 1,Star 2,Fichier,Feuille
2018-04-06,Vendredi,1,29.0,33.0,45.0,47.0,4,8,euromillions-past-draws-archive (6).xls,Sheet 1
2018-04-03,Mardi,3,8.0,16.0,40.0,43.0,5,8,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-30,Vendredi,12,17.0,28.0,35.0,47.0,7,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-27,Mardi,17,20.0,23.0,40.0,46.0,9,10,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-23,Vendredi,5,7.0,11.0,46.0,50.0,8,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-20,Mardi,26,29.0,37.0,39.0,44.0,9,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-16,Vendredi,4,17.0,24.0,27.0,31.0,10,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-13,Mardi,9,11.0,13.0,33.0,49.0,6,12,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-09,Vendredi,9,14.0,21.0,32.0,44.0,1,12,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-06,Mardi,15,20.0,26.0,31.0,44.0,2,9,euromillions-past-draws-archive (6).xls,Sheet 1
2018-03-02,Vendredi,2,7.0,34.0,45.0,48.0,1,12,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-27,Mardi,3,31.0,41.0,48.0,50.0,8,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-23,Vendredi,10,17.0,18.0,28.0,47.0,3,7,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-20,Mardi,6,14.0,19.0,25.0,29.0,5,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-16,Vendredi,10,12.0,23.0,32.0,50.0,4,10,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-13,Mardi,10,13.0,17.0,21.0,44.0,1,10,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-09,Vendredi,22,31.0,36.0,38.0,44.0,1,11,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-06,Mardi,8,17.0,28.0,34.0,38.0,6,12,euromillions-past-draws-archive (6).xls,Sheet 1
2018-02-02,Vendredi,14,34.0,36.0,39.0,48.0,2,3,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-30,Mardi,11,15.0,21.0,27.0,35.0,4,5,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-26,Vendredi,6,15.0,24.0,28.0,48.0,4,9,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-23,Mardi,5,8.0,9.0,23.0,24.0,7,8,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-19,Vendredi,3,8.0,17.0,44.0,50.0,2,7,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-16,Mardi,20,23.0,31.0,34.0,46.0,3,12,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-12,Vendredi,13,21.0,23.0,30.0,45.0,4,6,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-09,Mardi,6,12.0,15.0,38.0,49.0,2,9,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-05,Vendredi,2,5.0,20.0,38.0,41.0,4,8,euromillions-past-draws-archive (6).xls,Sheet 1
2018-01-02,Mardi,10,20.0,21.0,28.0,48.0,1,8,euromillions-past-draws-archive (6).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2005 Année 2005 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (19).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (19).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (19).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (19).xls,Sheet 1
2005-12-30,Vendredi,8,16.0,19.0,43.0,45.0,1,4,euromillions-past-draws-archive (19).xls,Sheet 1
2005-12-23,Vendredi,15,31.0,36.0,37.0,42.0,1,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-12-16,Vendredi,2,3.0,15.0,18.0,32.0,6,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-12-09,Vendredi,11,18.0,35.0,38.0,42.0,1,5,euromillions-past-draws-archive (19).xls,Sheet 1
2005-12-02,Vendredi,1,9.0,20.0,23.0,30.0,4,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-11-25,Vendredi,1,6.0,27.0,39.0,47.0,1,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-11-18,Vendredi,17,18.0,25.0,34.0,48.0,2,3,euromillions-past-draws-archive (19).xls,Sheet 1
2005-11-11,Vendredi,15,16.0,36.0,41.0,42.0,3,5,euromillions-past-draws-archive (19).xls,Sheet 1
2005-11-04,Vendredi,26,36.0,37.0,38.0,42.0,2,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-10-28,Vendredi,14,36.0,44.0,47.0,50.0,3,5,euromillions-past-draws-archive (19).xls,Sheet 1
2005-10-21,Vendredi,1,14.0,19.0,29.0,33.0,1,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-10-14,Vendredi,10,11.0,19.0,20.0,23.0,1,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-10-07,Vendredi,2,13.0,21.0,26.0,44.0,3,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-09-30,Vendredi,6,11.0,47.0,48.0,50.0,1,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-09-23,Vendredi,1,26.0,31.0,34.0,47.0,4,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-09-16,Vendredi,12,13.0,19.0,21.0,38.0,3,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-09-09,Vendredi,8,12.0,19.0,31.0,50.0,6,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-09-02,Vendredi,3,4.0,14.0,43.0,50.0,3,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-08-26,Vendredi,9,29.0,35.0,40.0,41.0,1,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-08-19,Vendredi,11,24.0,29.0,31.0,41.0,1,3,euromillions-past-draws-archive (19).xls,Sheet 1
2005-08-12,Vendredi,15,23.0,30.0,37.0,40.0,7,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-08-05,Vendredi,2,11.0,21.0,22.0,30.0,4,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-07-29,Vendredi,3,19.0,26.0,49.0,50.0,4,5,euromillions-past-draws-archive (19).xls,Sheet 1
2005-07-22,Vendredi,3,14.0,41.0,48.0,49.0,1,4,euromillions-past-draws-archive (19).xls,Sheet 1
2005-07-15,Vendredi,1,11.0,12.0,23.0,42.0,3,6,euromillions-past-draws-archive (19).xls,Sheet 1
2005-07-08,Vendredi,35,36.0,42.0,46.0,49.0,2,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-07-01,Vendredi,4,5.0,23.0,25.0,28.0,3,4,euromillions-past-draws-archive (19).xls,Sheet 1
2005-06-24,Vendredi,6,8.0,14.0,15.0,45.0,7,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-06-17,Vendredi,4,8.0,10.0,18.0,21.0,1,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-06-10,Vendredi,6,7.0,32.0,37.0,47.0,1,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-06-03,Vendredi,3,8.0,11.0,17.0,50.0,1,5,euromillions-past-draws-archive (19).xls,Sheet 1
2005-05-27,Vendredi,2,24.0,31.0,48.0,50.0,4,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-05-20,Vendredi,6,7.0,13.0,28.0,47.0,5,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-05-13,Vendredi,12,17.0,31.0,32.0,40.0,2,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-05-06,Vendredi,7,12.0,21.0,26.0,44.0,6,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-04-29,Vendredi,3,9.0,35.0,39.0,42.0,1,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-04-22,Vendredi,3,10.0,13.0,24.0,47.0,5,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-04-15,Vendredi,6,28.0,31.0,38.0,42.0,3,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-04-08,Vendredi,7,11.0,25.0,31.0,50.0,1,3,euromillions-past-draws-archive (19).xls,Sheet 1
2005-04-01,Vendredi,25,26.0,41.0,44.0,47.0,3,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-03-25,Vendredi,4,29.0,33.0,37.0,38.0,6,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-03-18,Vendredi,6,23.0,39.0,43.0,48.0,5,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-03-11,Vendredi,8,12.0,23.0,40.0,43.0,1,4,euromillions-past-draws-archive (19).xls,Sheet 1
2005-03-04,Vendredi,12,24.0,32.0,37.0,39.0,7,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-02-25,Vendredi,3,27.0,30.0,43.0,44.0,4,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-02-18,Vendredi,20,21.0,26.0,32.0,46.0,8,9,euromillions-past-draws-archive (19).xls,Sheet 1
2005-02-11,Vendredi,11,13.0,25.0,32.0,50.0,4,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-02-04,Vendredi,1,8.0,11.0,30.0,40.0,7,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-01-28,Vendredi,7,21.0,26.0,43.0,45.0,5,7,euromillions-past-draws-archive (19).xls,Sheet 1
2005-01-21,Vendredi,10,12.0,14.0,24.0,26.0,5,8,euromillions-past-draws-archive (19).xls,Sheet 1
2005-01-14,Vendredi,6,11.0,14.0,19.0,29.0,1,3,euromillions-past-draws-archive (19).xls,Sheet 1
2005-01-07,Vendredi,3,23.0,27.0,47.0,50.0,2,3,euromillions-past-draws-archive (19).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2019 Année 2019 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (5).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (5).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (5).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-31,Mardi,26,31.0,33.0,41.0,48.0,2,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-27,Vendredi,1,7.0,22.0,26.0,35.0,5,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-24,Mardi,3,11.0,13.0,14.0,47.0,3,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-20,Vendredi,8,24.0,30.0,32.0,34.0,3,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-17,Mardi,1,7.0,12.0,25.0,49.0,6,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-13,Vendredi,9,16.0,18.0,23.0,32.0,2,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-10,Mardi,2,10.0,19.0,21.0,47.0,2,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-06,Vendredi,1,3.0,27.0,39.0,46.0,1,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-12-03,Mardi,18,31.0,32.0,38.0,48.0,4,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-29,Vendredi,3,7.0,12.0,42.0,50.0,6,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-26,Mardi,2,3.0,15.0,19.0,34.0,5,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-22,Vendredi,3,21.0,32.0,34.0,48.0,3,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-19,Mardi,8,10.0,15.0,30.0,42.0,4,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-15,Vendredi,3,13.0,20.0,32.0,34.0,4,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-12,Mardi,1,21.0,23.0,25.0,39.0,2,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-08,Vendredi,8,17.0,20.0,23.0,45.0,2,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-05,Mardi,9,14.0,25.0,33.0,48.0,2,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-11-01,Vendredi,2,20.0,39.0,44.0,48.0,5,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-29,Mardi,16,18.0,28.0,42.0,49.0,5,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-25,Vendredi,34,37.0,39.0,40.0,50.0,4,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-22,Mardi,2,5.0,32.0,33.0,47.0,7,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-18,Vendredi,8,18.0,22.0,41.0,42.0,11,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-15,Mardi,3,28.0,31.0,32.0,34.0,4,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-11,Vendredi,2,14.0,19.0,42.0,45.0,5,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-08,Mardi,7,10.0,15.0,44.0,49.0,3,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-04,Vendredi,6,9.0,35.0,41.0,44.0,6,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-10-01,Mardi,2,11.0,18.0,40.0,46.0,1,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-27,Vendredi,24,37.0,41.0,43.0,46.0,2,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-24,Mardi,2,33.0,42.0,47.0,48.0,1,2,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-20,Vendredi,8,21.0,25.0,38.0,50.0,4,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-17,Mardi,22,37.0,43.0,44.0,45.0,1,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-13,Vendredi,1,12.0,27.0,42.0,47.0,6,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-10,Mardi,3,22.0,25.0,30.0,49.0,3,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-06,Vendredi,10,13.0,22.0,40.0,48.0,2,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-09-03,Mardi,7,11.0,38.0,39.0,44.0,7,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-30,Vendredi,25,27.0,45.0,46.0,49.0,4,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-27,Mardi,8,26.0,35.0,43.0,47.0,1,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-23,Vendredi,4,17.0,35.0,42.0,45.0,2,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-20,Mardi,20,22.0,23.0,24.0,37.0,1,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-16,Vendredi,9,10.0,27.0,37.0,42.0,1,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-13,Mardi,13,29.0,31.0,33.0,40.0,2,3,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-09,Vendredi,2,14.0,35.0,41.0,42.0,10,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-06,Mardi,12,13.0,29.0,36.0,38.0,4,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-08-02,Vendredi,13,22.0,33.0,44.0,50.0,2,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-30,Mardi,15,20.0,23.0,27.0,40.0,3,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-26,Vendredi,2,5.0,27.0,37.0,42.0,3,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-23,Mardi,1,14.0,19.0,23.0,38.0,3,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-19,Vendredi,13,14.0,17.0,26.0,28.0,2,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-16,Mardi,3,5.0,13.0,18.0,39.0,7,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-12,Vendredi,2,31.0,39.0,45.0,47.0,4,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-09,Mardi,7,29.0,32.0,36.0,41.0,6,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-05,Vendredi,2,9.0,20.0,34.0,42.0,6,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-07-02,Mardi,11,19.0,29.0,44.0,45.0,8,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-28,Vendredi,1,3.0,16.0,33.0,49.0,2,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-25,Mardi,6,26.0,27.0,34.0,46.0,1,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-21,Vendredi,5,8.0,9.0,25.0,39.0,3,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-18,Mardi,12,24.0,37.0,40.0,44.0,3,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-14,Vendredi,1,13.0,30.0,31.0,39.0,2,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-11,Mardi,25,27.0,39.0,42.0,46.0,11,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-07,Vendredi,1,4.0,16.0,20.0,34.0,2,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-06-04,Mardi,9,31.0,32.0,39.0,41.0,2,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-31,Vendredi,1,23.0,24.0,26.0,35.0,1,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-28,Mardi,7,19.0,20.0,28.0,29.0,1,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-24,Vendredi,5,16.0,23.0,30.0,49.0,6,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-21,Mardi,32,33.0,34.0,39.0,47.0,8,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-17,Vendredi,16,28.0,42.0,43.0,45.0,6,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-14,Mardi,10,14.0,17.0,25.0,50.0,2,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-10,Vendredi,1,4.0,27.0,45.0,48.0,1,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-07,Mardi,7,20.0,26.0,32.0,47.0,2,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-05-03,Vendredi,2,9.0,20.0,27.0,43.0,5,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-30,Mardi,5,12.0,20.0,26.0,48.0,2,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-26,Vendredi,14,33.0,35.0,47.0,50.0,9,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-23,Mardi,18,23.0,27.0,42.0,44.0,2,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-19,Vendredi,7,8.0,32.0,41.0,49.0,5,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-16,Mardi,1,8.0,15.0,44.0,49.0,2,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-12,Vendredi,1,28.0,35.0,36.0,46.0,6,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-09,Mardi,18,21.0,29.0,38.0,41.0,1,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-05,Vendredi,1,7.0,10.0,29.0,45.0,3,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-04-02,Mardi,2,9.0,16.0,26.0,36.0,6,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-29,Vendredi,13,23.0,26.0,32.0,47.0,6,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-26,Mardi,12,19.0,23.0,43.0,47.0,2,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-22,Vendredi,4,17.0,26.0,30.0,43.0,6,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-19,Mardi,1,6.0,9.0,34.0,47.0,7,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-15,Vendredi,3,15.0,24.0,42.0,46.0,9,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-12,Mardi,5,7.0,13.0,19.0,31.0,2,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-08,Vendredi,17,18.0,19.0,24.0,40.0,4,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-05,Mardi,6,10.0,16.0,39.0,46.0,8,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-03-01,Vendredi,6,9.0,19.0,26.0,31.0,11,12,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-26,Mardi,3,15.0,29.0,35.0,47.0,3,4,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-22,Vendredi,3,27.0,29.0,33.0,50.0,3,7,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-19,Mardi,1,8.0,18.0,19.0,39.0,7,9,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-15,Vendredi,15,27.0,34.0,38.0,49.0,2,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-12,Mardi,6,34.0,36.0,41.0,50.0,1,5,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-08,Vendredi,11,12.0,13.0,39.0,46.0,7,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-05,Mardi,14,25.0,31.0,37.0,43.0,2,3,euromillions-past-draws-archive (5).xls,Sheet 1
2019-02-01,Vendredi,3,21.0,26.0,41.0,46.0,1,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-29,Mardi,14,24.0,26.0,32.0,39.0,3,8,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-25,Vendredi,1,6.0,13.0,15.0,16.0,6,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-22,Mardi,6,23.0,29.0,41.0,49.0,8,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-18,Vendredi,5,6.0,16.0,30.0,46.0,5,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-15,Mardi,22,25.0,29.0,33.0,35.0,3,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-11,Vendredi,1,19.0,31.0,39.0,48.0,1,6,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-08,Mardi,3,19.0,22.0,31.0,32.0,2,11,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-04,Vendredi,7,11.0,19.0,27.0,37.0,6,10,euromillions-past-draws-archive (5).xls,Sheet 1
2019-01-01,Mardi,1,8.0,11.0,25.0,28.0,4,6,euromillions-past-draws-archive (5).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2017 Année 2017 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (7).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (7).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (7).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-29,Vendredi,4,8.0,22.0,23.0,48.0,1,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-26,Mardi,4,17.0,30.0,43.0,44.0,2,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-22,Vendredi,5,24.0,30.0,31.0,43.0,3,6,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-19,Mardi,8,15.0,30.0,38.0,46.0,4,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-15,Vendredi,25,30.0,31.0,42.0,50.0,2,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-12,Mardi,20,37.0,39.0,44.0,50.0,4,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-08,Vendredi,4,22.0,30.0,32.0,34.0,3,4,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-05,Mardi,11,36.0,43.0,44.0,48.0,2,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-12-01,Vendredi,5,24.0,29.0,35.0,46.0,11,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-28,Mardi,1,6.0,12.0,18.0,42.0,2,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-24,Vendredi,19,24.0,28.0,30.0,50.0,3,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-21,Mardi,2,10.0,14.0,28.0,31.0,5,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-17,Vendredi,20,26.0,35.0,36.0,42.0,5,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-14,Mardi,14,16.0,39.0,40.0,41.0,8,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-10,Vendredi,13,22.0,29.0,36.0,37.0,1,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-07,Mardi,7,19.0,20.0,37.0,41.0,2,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-11-03,Vendredi,5,12.0,17.0,33.0,41.0,4,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-31,Mardi,1,12.0,36.0,43.0,46.0,3,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-27,Vendredi,3,16.0,23.0,32.0,39.0,1,4,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-24,Mardi,9,11.0,13.0,27.0,33.0,7,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-20,Vendredi,4,17.0,23.0,27.0,30.0,3,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-17,Mardi,13,17.0,19.0,26.0,36.0,2,3,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-13,Vendredi,23,29.0,37.0,45.0,50.0,5,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-10,Mardi,4,21.0,34.0,36.0,37.0,3,6,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-06,Vendredi,1,9.0,15.0,19.0,25.0,1,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-10-03,Mardi,6,24.0,32.0,48.0,50.0,1,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-29,Vendredi,7,18.0,19.0,32.0,48.0,3,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-26,Mardi,1,29.0,40.0,41.0,48.0,6,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-22,Vendredi,6,11.0,31.0,39.0,42.0,1,3,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-19,Mardi,1,8.0,21.0,30.0,45.0,2,3,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-15,Vendredi,13,18.0,37.0,44.0,49.0,9,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-12,Mardi,10,17.0,27.0,29.0,35.0,4,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-08,Vendredi,9,24.0,42.0,47.0,49.0,1,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-05,Mardi,6,9.0,18.0,28.0,29.0,1,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-09-01,Vendredi,3,7.0,8.0,14.0,49.0,5,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-29,Mardi,4,12.0,15.0,32.0,38.0,1,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-25,Vendredi,1,5.0,7.0,15.0,47.0,9,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-22,Mardi,3,10.0,12.0,17.0,27.0,3,5,euromillions-past-draws-archive (7).xls,Sheet 1
