Date,Jour,1,2,3,4,5,Star 1,Star 2,Fichier,Feuille
2010-12-31,Vendredi,2,24.0,34.0,38.0,43.0,1,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-12-24,Vendredi,19,36.0,38.0,42.0,46.0,2,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-12-17,Vendredi,3,20.0,29.0,35.0,42.0,3,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-12-10,Vendredi,2,3.0,10.0,33.0,46.0,7,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-12-03,Vendredi,8,19.0,28.0,32.0,46.0,4,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-11-26,Vendredi,9,28.0,36.0,41.0,49.0,5,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-11-19,Vendredi,12,15.0,32.0,36.0,45.0,7,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-11-12,Vendredi,7,19.0,23.0,29.0,47.0,1,6,euromillions-past-draws-archive (14).xls,Sheet 1
2010-11-05,Vendredi,21,23.0,33.0,40.0,50.0,4,5,euromillions-past-draws-archive (14).xls,Sheet 1
2010-10-29,Vendredi,16,20.0,22.0,32.0,42.0,8,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-10-22,Vendredi,4,5.0,9.0,11.0,39.0,3,5,euromillions-past-draws-archive (14).xls,Sheet 1
2010-10-15,Vendredi,2,31.0,36.0,38.0,43.0,3,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-10-08,Vendredi,9,30.0,35.0,39.0,46.0,6,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-10-01,Vendredi,1,4.0,6.0,27.0,48.0,1,6,euromillions-past-draws-archive (14).xls,Sheet 1
2010-09-24,Vendredi,1,4.0,16.0,40.0,48.0,1,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-09-17,Vendredi,17,27.0,29.0,38.0,50.0,1,3,euromillions-past-draws-archive (14).xls,Sheet 1
2010-09-10,Vendredi,17,21.0,35.0,41.0,45.0,1,5,euromillions-past-draws-archive (14).xls,Sheet 1
2010-09-03,Vendredi,13,24.0,26.0,47.0,49.0,4,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-08-27,Vendredi,1,6.0,13.0,30.0,49.0,1,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-08-20,Vendredi,5,27.0,31.0,40.0,42.0,1,6,euromillions-past-draws-archive (14).xls,Sheet 1
2010-08-13,Vendredi,4,9.0,15.0,21.0,47.0,2,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-08-06,Vendredi,13,25.0,28.0,29.0,42.0,4,5,euromillions-past-draws-archive (14).xls,Sheet 1
2010-07-30,Vendredi,3,4.0,11.0,28.0,39.0,2,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-07-23,Vendredi,4,13.0,35.0,37.0,46.0,3,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-07-16,Vendredi,38,39.0,45.0,46.0,49.0,7,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-07-09,Vendredi,9,24.0,37.0,39.0,49.0,3,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-07-02,Vendredi,12,13.0,36.0,41.0,46.0,1,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-06-25,Vendredi,1,8.0,18.0,28.0,31.0,8,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-06-18,Vendredi,2,29.0,31.0,32.0,38.0,1,4,euromillions-past-draws-archive (14).xls,Sheet 1
2010-06-11,Vendredi,2,22.0,24.0,36.0,44.0,1,2,euromillions-past-draws-archive (14).xls,Sheet 1
2010-06-04,Vendredi,4,17.0,34.0,40.0,42.0,4,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-05-28,Vendredi,4,9.0,31.0,32.0,33.0,3,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-05-21,Vendredi,7,19.0,30.0,38.0,50.0,4,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-05-14,Vendredi,1,17.0,31.0,43.0,47.0,2,3,euromillions-past-draws-archive (14).xls,Sheet 1
2010-05-07,Vendredi,3,6.0,15.0,21.0,32.0,7,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-04-30,Vendredi,6,22.0,24.0,25.0,36.0,3,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-04-23,Vendredi,3,7.0,8.0,43.0,46.0,6,8,euromillions-past-draws-archive (14).xls,Sheet 1
2010-04-16,Vendredi,9,11.0,17.0,26.0,40.0,3,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-04-09,Vendredi,7,21.0,23.0,24.0,44.0,3,4,euromillions-past-draws-archive (14).xls,Sheet 1
2010-04-02,Vendredi,12,18.0,24.0,26.0,45.0,4,5,euromillions-past-draws-archive (14).xls,Sheet 1
2010-03-26,Vendredi,8,16.0,18.0,37.0,43.0,2,6,euromillions-past-draws-archive (14).xls,Sheet 1
2010-03-19,Vendredi,10,28.0,30.0,38.0,39.0,2,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-03-12,Vendredi,1,26.0,33.0,36.0,46.0,6,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-03-05,Vendredi,12,18.0,19.0,43.0,49.0,3,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-02-26,Vendredi,7,11.0,18.0,29.0,42.0,6,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-02-19,Vendredi,12,31.0,37.0,38.0,43.0,2,3,euromillions-past-draws-archive (14).xls,Sheet 1
2010-02-12,Vendredi,1,5.0,18.0,38.0,45.0,4,6,euromillions-past-draws-archive (14).xls,Sheet 1
2010-02-05,Vendredi,34,35.0,38.0,39.0,46.0,3,4,euromillions-past-draws-archive (14).xls,Sheet 1
2010-01-29,Vendredi,9,17.0,30.0,39.0,43.0,5,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-01-22,Vendredi,4,22.0,27.0,36.0,44.0,7,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-01-15,Vendredi,11,26.0,29.0,49.0,50.0,4,7,euromillions-past-draws-archive (14).xls,Sheet 1
2010-01-08,Vendredi,4,5.0,14.0,44.0,46.0,8,9,euromillions-past-draws-archive (14).xls,Sheet 1
2010-01-01,Vendredi,9,22.0,24.0,27.0,36.0,5,7,euromillions-past-draws-archive (14).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2023 Année 2023 (depuis 2004),,,,,,,,,euromillions-past-draws-archive.xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive.xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive.xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive.xls,Sheet 1
2023-12-29,Vendredi,2,3.0,19.0,36.0,37.0,6,9,euromillions-past-draws-archive.xls,Sheet 1
2023-12-26,Mardi,8,27.0,30.0,35.0,47.0,9,10,euromillions-past-draws-archive.xls,Sheet 1
2023-12-22,Vendredi,6,14.0,34.0,44.0,49.0,4,12,euromillions-past-draws-archive.xls,Sheet 1
2023-12-19,Mardi,10,20.0,41.0,43.0,45.0,2,12,euromillions-past-draws-archive.xls,Sheet 1
2023-12-15,Vendredi,2,13.0,37.0,38.0,48.0,5,9,euromillions-past-draws-archive.xls,Sheet 1
2023-12-12,Mardi,6,28.0,37.0,39.0,43.0,9,12,euromillions-past-draws-archive.xls,Sheet 1
2023-12-08,Vendredi,17,30.0,42.0,48.0,50.0,4,8,euromillions-past-draws-archive.xls,Sheet 1
2023-12-05,Mardi,4,6.0,20.0,24.0,25.0,5,9,euromillions-past-draws-archive.xls,Sheet 1
2023-12-01,Vendredi,4,10.0,14.0,38.0,50.0,9,12,euromillions-past-draws-archive.xls,Sheet 1
2023-11-28,Mardi,12,16.0,27.0,33.0,44.0,7,8,euromillions-past-draws-archive.xls,Sheet 1
2023-11-24,Vendredi,15,20.0,29.0,39.0,48.0,1,7,euromillions-past-draws-archive.xls,Sheet 1
2023-11-21,Mardi,19,29.0,34.0,46.0,47.0,2,3,euromillions-past-draws-archive.xls,Sheet 1
2023-11-17,Vendredi,2,24.0,26.0,46.0,50.0,2,7,euromillions-past-draws-archive.xls,Sheet 1
2023-11-14,Mardi,13,16.0,36.0,44.0,50.0,3,5,euromillions-past-draws-archive.xls,Sheet 1
2023-11-10,Vendredi,10,21.0,30.0,38.0,42.0,2,12,euromillions-past-draws-archive.xls,Sheet 1
2023-11-07,Mardi,8,10.0,11.0,30.0,39.0,4,10,euromillions-past-draws-archive.xls,Sheet 1
2023-11-03,Vendredi,8,21.0,31.0,39.0,47.0,5,9,euromillions-past-draws-archive.xls,Sheet 1
2023-10-31,Mardi,5,7.0,20.0,40.0,50.0,2,10,euromillions-past-draws-archive.xls,Sheet 1
2023-10-27,Vendredi,29,33.0,35.0,48.0,49.0,3,8,euromillions-past-draws-archive.xls,Sheet 1
2023-10-24,Mardi,8,16.0,18.0,31.0,34.0,6,9,euromillions-past-draws-archive.xls,Sheet 1
2023-10-20,Vendredi,2,20.0,28.0,40.0,45.0,1,5,euromillions-past-draws-archive.xls,Sheet 1
2023-10-17,Mardi,10,17.0,20.0,35.0,40.0,3,4,euromillions-past-draws-archive.xls,Sheet 1
2023-10-13,Vendredi,21,26.0,28.0,40.0,41.0,2,4,euromillions-past-draws-archive.xls,Sheet 1
2023-10-10,Mardi,18,20.0,22.0,33.0,43.0,3,9,euromillions-past-draws-archive.xls,Sheet 1
2023-10-06,Vendredi,21,29.0,31.0,34.0,43.0,2,9,euromillions-past-draws-archive.xls,Sheet 1
2023-10-03,Mardi,6,20.0,22.0,24.0,45.0,4,5,euromillions-past-draws-archive.xls,Sheet 1
2023-09-29,Vendredi,9,11.0,13.0,21.0,32.0,2,7,euromillions-past-draws-archive.xls,Sheet 1
2023-09-26,Mardi,2,6.0,14.0,19.0,23.0,5,7,euromillions-past-draws-archive.xls,Sheet 1
2023-09-22,Vendredi,3,23.0,24.0,34.0,35.0,5,8,euromillions-past-draws-archive.xls,Sheet 1
2023-09-19,Mardi,10,15.0,31.0,41.0,42.0,2,5,euromillions-past-draws-archive.xls,Sheet 1
2023-09-15,Vendredi,12,14.0,21.0,45.0,48.0,8,11,euromillions-past-draws-archive.xls,Sheet 1
2023-09-12,Mardi,5,14.0,36.0,40.0,42.0,2,11,euromillions-past-draws-archive.xls,Sheet 1
2023-09-08,Vendredi,10,20.0,21.0,26.0,33.0,3,4,euromillions-past-draws-archive.xls,Sheet 1
2023-09-05,Mardi,1,7.0,24.0,41.0,48.0,10,12,euromillions-past-draws-archive.xls,Sheet 1
2023-09-01,Vendredi,4,5.0,35.0,37.0,43.0,5,6,euromillions-past-draws-archive.xls,Sheet 1
2023-08-29,Mardi,21,23.0,32.0,40.0,49.0,8,11,euromillions-past-draws-archive.xls,Sheet 1
2023-08-25,Vendredi,16,17.0,34.0,35.0,44.0,5,10,euromillions-past-draws-archive.xls,Sheet 1
2023-08-22,Mardi,2,9.0,23.0,32.0,40.0,6,7,euromillions-past-draws-archive.xls,Sheet 1
2023-08-18,Vendredi,23,25.0,30.0,44.0,47.0,9,12,euromillions-past-draws-archive.xls,Sheet 1
2023-08-15,Mardi,3,5.0,9.0,32.0,43.0,6,10,euromillions-past-draws-archive.xls,Sheet 1
2023-08-11,Vendredi,4,6.0,10.0,13.0,34.0,3,5,euromillions-past-draws-archive.xls,Sheet 1
2023-08-08,Mardi,8,9.0,33.0,35.0,40.0,3,6,euromillions-past-draws-archive.xls,Sheet 1
2023-08-04,Vendredi,15,20.0,31.0,44.0,48.0,1,3,euromillions-past-draws-archive.xls,Sheet 1
2023-08-01,Mardi,25,27.0,35.0,40.0,45.0,7,11,euromillions-past-draws-archive.xls,Sheet 1
2023-07-28,Vendredi,7,32.0,33.0,34.0,38.0,6,9,euromillions-past-draws-archive.xls,Sheet 1
2023-07-25,Mardi,5,7.0,11.0,27.0,37.0,6,12,euromillions-past-draws-archive.xls,Sheet 1
2023-07-21,Vendredi,7,31.0,33.0,35.0,36.0,7,10,euromillions-past-draws-archive.xls,Sheet 1
2023-07-18,Mardi,4,12.0,34.0,35.0,45.0,1,9,euromillions-past-draws-archive.xls,Sheet 1
2023-07-14,Vendredi,5,8.0,29.0,35.0,48.0,5,6,euromillions-past-draws-archive.xls,Sheet 1
2023-07-11,Mardi,2,11.0,28.0,42.0,48.0,4,9,euromillions-past-draws-archive.xls,Sheet 1
2023-07-07,Vendredi,2,11.0,12.0,19.0,38.0,4,8,euromillions-past-draws-archive.xls,Sheet 1
2023-07-04,Mardi,14,17.0,23.0,36.0,44.0,2,8,euromillions-past-draws-archive.xls,Sheet 1
2023-06-30,Vendredi,1,6.0,25.0,29.0,36.0,7,10,euromillions-past-draws-archive.xls,Sheet 1
2023-06-27,Mardi,17,22.0,23.0,27.0,44.0,1,7,euromillions-past-draws-archive.xls,Sheet 1
2023-06-23,Vendredi,1,3.0,11.0,33.0,46.0,10,11,euromillions-past-draws-archive.xls,Sheet 1
2023-06-20,Mardi,11,17.0,28.0,32.0,35.0,5,6,euromillions-past-draws-archive.xls,Sheet 1
2023-06-16,Vendredi,7,26.0,34.0,41.0,44.0,9,11,euromillions-past-draws-archive.xls,Sheet 1
2023-06-13,Mardi,15,16.0,21.0,41.0,50.0,5,6,euromillions-past-draws-archive.xls,Sheet 1
2023-06-09,Vendredi,18,26.0,36.0,41.0,50.0,11,12,euromillions-past-draws-archive.xls,Sheet 1
2023-06-06,Mardi,13,21.0,32.0,39.0,50.0,2,10,euromillions-past-draws-archive.xls,Sheet 1
2023-06-02,Vendredi,3,12.0,15.0,25.0,43.0,10,11,euromillions-past-draws-archive.xls,Sheet 1
2023-05-30,Mardi,27,29.0,32.0,33.0,47.0,2,8,euromillions-past-draws-archive.xls,Sheet 1
2023-05-26,Vendredi,15,25.0,37.0,38.0,41.0,1,7,euromillions-past-draws-archive.xls,Sheet 1
2023-05-23,Mardi,5,6.0,14.0,23.0,34.0,2,11,euromillions-past-draws-archive.xls,Sheet 1
2023-05-19,Vendredi,18,27.0,34.0,41.0,49.0,3,9,euromillions-past-draws-archive.xls,Sheet 1
2023-05-16,Mardi,4,6.0,9.0,14.0,37.0,4,11,euromillions-past-draws-archive.xls,Sheet 1
2023-05-12,Vendredi,9,10.0,13.0,39.0,44.0,4,6,euromillions-past-draws-archive.xls,Sheet 1
2023-05-09,Mardi,13,17.0,21.0,28.0,46.0,7,9,euromillions-past-draws-archive.xls,Sheet 1
2023-05-05,Vendredi,3,8.0,18.0,34.0,49.0,3,7,euromillions-past-draws-archive.xls,Sheet 1
2023-05-02,Mardi,7,32.0,44.0,47.0,48.0,7,8,euromillions-past-draws-archive.xls,Sheet 1
2023-04-28,Vendredi,11,13.0,16.0,23.0,34.0,1,10,euromillions-past-draws-archive.xls,Sheet 1
2023-04-25,Mardi,10,29.0,30.0,40.0,45.0,1,12,euromillions-past-draws-archive.xls,Sheet 1
2023-04-21,Vendredi,7,8.0,18.0,33.0,42.0,2,8,euromillions-past-draws-archive.xls,Sheet 1
2023-04-18,Mardi,17,21.0,23.0,35.0,37.0,10,11,euromillions-past-draws-archive.xls,Sheet 1
2023-04-14,Vendredi,4,11.0,37.0,44.0,49.0,6,7,euromillions-past-draws-archive.xls,Sheet 1
2023-04-11,Mardi,10,14.0,16.0,19.0,29.0,2,10,euromillions-past-draws-archive.xls,Sheet 1
2023-04-08,samedi,5,26.0,28.0,36.0,46.0,6,12,euromillions-past-draws-archive.xls,Sheet 1
2023-04-07,Vendredi,10,16.0,31.0,33.0,50.0,3,8,euromillions-past-draws-archive.xls,Sheet 1
2023-04-04,Mardi,16,18.0,28.0,34.0,47.0,5,10,euromillions-past-draws-archive.xls,Sheet 1
2023-03-31,Vendredi,16,21.0,34.0,36.0,44.0,9,10,euromillions-past-draws-archive.xls,Sheet 1
2023-03-28,Mardi,5,12.0,25.0,36.0,46.0,6,10,euromillions-past-draws-archive.xls,Sheet 1
2023-03-24,Vendredi,1,9.0,20.0,29.0,32.0,2,3,euromillions-past-draws-archive.xls,Sheet 1
2023-03-17,Vendredi,5,15.0,26.0,37.0,49.0,8,11,euromillions-past-draws-archive.xls,Sheet 1
2023-03-14,Mardi,16,26.0,28.0,31.0,46.0,11,12,euromillions-past-draws-archive.xls,Sheet 1
2023-03-10,Vendredi,9,16.0,37.0,38.0,48.0,2,7,euromillions-past-draws-archive.xls,Sheet 1
2023-03-07,Mardi,11,13.0,24.0,35.0,50.0,6,11,euromillions-past-draws-archive.xls,Sheet 1
2023-03-03,Vendredi,3,6.0,8.0,24.0,50.0,10,11,euromillions-past-draws-archive.xls,Sheet 1
2023-02-28,Mardi,12,29.0,33.0,37.0,47.0,5,10,euromillions-past-draws-archive.xls,Sheet 1
2023-02-24,Vendredi,7,23.0,34.0,42.0,48.0,1,3,euromillions-past-draws-archive.xls,Sheet 1
2023-02-21,Mardi,21,22.0,34.0,41.0,49.0,2,7,euromillions-past-draws-archive.xls,Sheet 1
2023-02-17,Vendredi,8,23.0,27.0,42.0,45.0,1,9,euromillions-past-draws-archive.xls,Sheet 1
2023-02-14,Mardi,24,26.0,38.0,43.0,46.0,2,3,euromillions-past-draws-archive.xls,Sheet 1
2023-02-10,Vendredi,3,13.0,25.0,36.0,47.0,3,8,euromillions-past-draws-archive.xls,Sheet 1
2023-02-07,Mardi,2,8.0,34.0,44.0,47.0,3,9,euromillions-past-draws-archive.xls,Sheet 1
2023-02-03,Vendredi,2,14.0,17.0,32.0,45.0,3,10,euromillions-past-draws-archive.xls,Sheet 1
2023-01-31,Mardi,7,12.0,19.0,33.0,43.0,3,7,euromillions-past-draws-archive.xls,Sheet 1
2023-01-27,Vendredi,8,9.0,15.0,19.0,31.0,10,12,euromillions-past-draws-archive.xls,Sheet 1
2023-01-24,Mardi,11,27.0,41.0,43.0,47.0,7,11,euromillions-past-draws-archive.xls,Sheet 1
2023-01-20,Vendredi,3,6.0,13.0,40.0,42.0,7,11,euromillions-past-draws-archive.xls,Sheet 1
2023-01-17,Mardi,18,21.0,30.0,46.0,50.0,2,6,euromillions-past-draws-archive.xls,Sheet 1
2023-01-13,Vendredi,4,13.0,25.0,33.0,37.0,5,10,euromillions-past-draws-archive.xls,Sheet 1
2023-01-10,Mardi,11,13.0,34.0,40.0,42.0,3,10,euromillions-past-draws-archive.xls,Sheet 1
2023-01-06,Vendredi,16,31.0,35.0,44.0,45.0,4,12,euromillions-past-draws-archive.xls,Sheet 1
2023-01-03,Mardi,20,21.0,29.0,45.0,46.0,3,10,euromillions-past-draws-archive.xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2020 Année 2020 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (4).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (4).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (4).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-29,Mardi,7,32.0,39.0,40.0,45.0,3,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-25,Vendredi,16,21.0,27.0,30.0,32.0,3,5,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-22,Mardi,2,10.0,16.0,42.0,50.0,4,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-18,Vendredi,2,3.0,13.0,17.0,21.0,7,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-15,Mardi,9,13.0,21.0,29.0,35.0,1,2,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-11,Vendredi,6,9.0,13.0,24.0,41.0,3,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-08,Mardi,1,4.0,21.0,24.0,46.0,2,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-04,Vendredi,14,20.0,27.0,34.0,38.0,1,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-12-01,Mardi,14,20.0,29.0,47.0,49.0,4,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-27,Vendredi,2,5.0,8.0,14.0,16.0,8,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-24,Mardi,25,33.0,38.0,42.0,50.0,8,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-20,Vendredi,28,29.0,39.0,48.0,50.0,5,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-17,Mardi,16,19.0,25.0,30.0,44.0,2,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-13,Vendredi,1,5.0,17.0,28.0,31.0,1,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-10,Mardi,3,19.0,29.0,32.0,38.0,5,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-06,Vendredi,7,12.0,37.0,40.0,50.0,1,2,euromillions-past-draws-archive (4).xls,Sheet 1
2020-11-03,Mardi,5,7.0,18.0,20.0,30.0,6,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-30,Vendredi,12,16.0,20.0,21.0,28.0,3,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-27,Mardi,13,15.0,28.0,32.0,44.0,3,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-23,Vendredi,10,15.0,19.0,21.0,23.0,3,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-20,Mardi,5,6.0,15.0,37.0,42.0,3,4,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-16,Vendredi,15,33.0,38.0,40.0,50.0,3,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-13,Mardi,5,14.0,38.0,41.0,46.0,1,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-09,Vendredi,11,15.0,35.0,41.0,50.0,5,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-06,Mardi,4,21.0,36.0,41.0,47.0,9,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-10-02,Vendredi,6,12.0,15.0,40.0,45.0,3,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-29,Mardi,4,14.0,16.0,41.0,44.0,11,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-25,Vendredi,19,23.0,34.0,37.0,45.0,1,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-22,Mardi,16,25.0,28.0,39.0,40.0,1,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-18,Vendredi,2,10.0,19.0,25.0,45.0,1,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-15,Mardi,16,20.0,25.0,30.0,38.0,6,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-11,Vendredi,34,38.0,42.0,43.0,45.0,9,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-08,Mardi,2,9.0,31.0,35.0,41.0,9,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-04,Vendredi,6,22.0,29.0,40.0,43.0,4,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-09-01,Mardi,4,8.0,10.0,33.0,46.0,8,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-28,Vendredi,7,12.0,16.0,17.0,31.0,7,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-25,Mardi,7,18.0,30.0,37.0,39.0,8,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-21,Vendredi,10,15.0,35.0,44.0,50.0,3,5,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-18,Mardi,6,12.0,17.0,34.0,42.0,5,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-14,Vendredi,9,10.0,19.0,42.0,49.0,4,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-11,Mardi,8,13.0,14.0,42.0,50.0,3,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-07,Vendredi,5,20.0,21.0,36.0,41.0,6,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-08-04,Mardi,1,2.0,5.0,15.0,42.0,5,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-31,Vendredi,21,24.0,30.0,46.0,49.0,2,5,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-28,Mardi,9,13.0,15.0,17.0,34.0,2,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-24,Vendredi,8,9.0,27.0,28.0,50.0,4,12,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-21,Mardi,14,15.0,24.0,29.0,42.0,2,4,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-17,Vendredi,7,15.0,27.0,41.0,43.0,7,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-14,Mardi,11,22.0,30.0,37.0,47.0,9,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-10,Vendredi,15,17.0,23.0,30.0,38.0,2,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-07,Mardi,12,16.0,23.0,33.0,41.0,8,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-07-03,Vendredi,4,16.0,27.0,37.0,39.0,3,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-30,Mardi,1,6.0,11.0,28.0,42.0,2,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-26,Vendredi,1,10.0,12.0,21.0,26.0,5,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-23,Mardi,2,12.0,19.0,46.0,49.0,1,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-19,Vendredi,5,14.0,19.0,24.0,43.0,3,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-16,Mardi,4,9.0,11.0,17.0,39.0,2,10,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-12,Vendredi,2,24.0,39.0,45.0,46.0,4,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-09,Mardi,5,15.0,27.0,36.0,46.0,2,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-05,Vendredi,5,11.0,17.0,24.0,37.0,3,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-06-02,Mardi,10,12.0,22.0,26.0,49.0,7,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-29,Vendredi,4,8.0,11.0,19.0,46.0,4,8,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-26,Mardi,4,9.0,14.0,21.0,27.0,4,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-22,Vendredi,3,18.0,22.0,27.0,32.0,2,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-19,Mardi,5,25.0,32.0,37.0,43.0,6,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-15,Vendredi,11,23.0,32.0,34.0,39.0,1,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-12,Mardi,9,16.0,29.0,37.0,39.0,4,11,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-08,Vendredi,8,25.0,32.0,33.0,38.0,7,9,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-05,Mardi,2,10.0,22.0,27.0,41.0,2,3,euromillions-past-draws-archive (4).xls,Sheet 1
2020-05-01,Vendredi,19,20.0,38.0,45.0,47.0,2,6,euromillions-past-draws-archive (4).xls,Sheet 1
2020-04-28,Mardi,15,23.0,26.0,28.0,32.0,1,5,euromillions-past-draws-archive (4).xls,Sheet 1
2020-04-24,Vendredi,1,5.0,19.0,21.0,28.0,4,7,euromillions-past-draws-archive (4).xls,Sheet 1
2020-04-21,Mardi,10,11.0,14.0,23.0,28.0,6,8,euromillions-past-draws-archive (4).xls,Sheet 1
